,Company,Specific_Bean_Origin,Review_Date,Cocoa_Percent,Company_Location,Rating,Bean_Type,Broad_Bean_Origin
862,Idilio (Felchlin),"Ocumare, H. Cata, w/ nibs",2011,72.0,Switzerland,3.5,Criollo,Venezuela
863,Idilio (Felchlin),"Carenero Superior, Urrutia, Barlovento",2011,70.0,Switzerland,4.0,Trinitario,Venezuela
864,Idilio (Felchlin),Coopertiva Amazona w/ nibs,2011,72.0,Switzerland,4.0,Criollo,Venezuela
865,Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",2011,72.0,Switzerland,4.0,Unknown,Venezuela
866,Indah,India (south),2016,61.0,India,2.5,Unknown,India
867,Indaphoria,La Red,2012,70.0,U.S.A.,3.25,Unknown,Dominican Republic
868,Indaphoria,"Conacado, Manifesto",2012,70.0,U.S.A.,2.75,Unknown,Dominican Republic
869,Indi,Honduras,2014,77.0,U.S.A.,3.0,Unknown,Honduras
870,iQ Chocolate,"Satipo region, white label",2012,72.0,Scotland,2.75,Criollo,Peru
871,iQ Chocolate,black label,2012,72.0,Scotland,3.0,Unknown,Peru
872,Isidro,Madagascar,2014,72.0,U.S.A.,3.5,Trinitario,Madagascar
873,Isidro,Peru,2014,72.0,U.S.A.,2.25,Unknown,Peru
874,Isidro,Belize,2014,72.0,U.S.A.,3.25,Trinitario,Belize
875,Isidro,Dominican Republic,2014,72.0,U.S.A.,3.25,Unknown,Dominican Republic
876,Izard,"Maya Mountain, Toledo, Batch 29",2015,70.0,U.S.A.,3.5,Trinitario,Belize
877,Izard,"Elvesia P., Batch 32",2015,70.0,U.S.A.,2.75,Unknown,Dominican Republic
878,Jacque Torres,Trinatario Treasure,2006,71.0,U.S.A.,2.0,Trinitario,Ghana
879,Jordis,Madagascar,2015,63.0,Czech Republic,2.75,Trinitario,Madagascar
880,Just Good Chocolate,Belize,2014,70.0,U.S.A.,3.5,Trinitario,Belize
881,Just Good Chocolate,Madagascar,2014,70.0,U.S.A.,3.5,Trinitario,Madagascar
882,Just Good Chocolate,Peru,2014,70.0,U.S.A.,4.0,Unknown,Peru
883,Kah Kow,"Rizek Cacao, Cibao Valley, Domin. Rep.",2013,70.0,Domincan Republic,3.5,Unknown,Dominican Republic
884,Kah Kow,"Rizek Cacao, Domin. Rep.",2013,82.0,Domincan Republic,3.0,Unknown,Dominican Republic
885,Kah Kow,"Rizek Cacao, Domin. Rep.",2013,55.0,Domincan Republic,3.25,Unknown,Dominican Republic
886,Kah Kow,"Rizek Cacao, Domin. Rep.",2013,62.0,Domincan Republic,3.25,Unknown,Dominican Republic
887,Kakao,Peru,2012,64.0,Germany,2.5,Unknown,Peru
888,Kakao,Vanuatu,2009,65.0,Germany,3.75,Trinitario,Vanuatu
889,Kallari (Ecuatoriana),Sisa 36hr/ W. F. blend prototype,2008,70.0,Ecuador,3.0,Unknown,Ecuador
890,Kallari (Ecuatoriana),Sisa's Secret/ original micro,2008,70.0,Ecuador,3.5,Unknown,Ecuador
891,Kallari (Ecuatoriana),Roberto,2008,75.0,Ecuador,2.75,Unknown,Ecuador
892,Kallari (Ecuatoriana),Diego/ original micro,2008,85.0,Ecuador,2.5,Unknown,Ecuador
893,Kallari (Ecuatoriana),Diego 48hr/ W.F. blend prototype,2008,85.0,Ecuador,2.75,Unknown,Ecuador
894,Kallari (Ecuatoriana),Diego 60hr/ W.F. blend prototype,2008,85.0,Ecuador,3.0,Unknown,Ecuador
895,Kallari (Ecuatoriana),Cacao Nacional W.F.,2008,75.0,Ecuador,2.5,Unknown,Ecuador
896,Kallari (Ecuatoriana),Cacao Nacional W.F.,2008,85.0,Ecuador,3.0,Unknown,Ecuador
897,Kaoka (Cemoi),Noir,2009,70.0,France,2.75,Unknown,
898,Kaoka (Cemoi),Ecuador,2009,80.0,France,2.75,Unknown,Ecuador
899,Kerchner,"La Red, Project Reserva, Guaconejo",2013,70.0,U.S.A.,3.75,Unknown,Dominican Republic
900,Ki' Xocolatl,Dark,2009,72.0,Mexico,2.0,Unknown,Mexico
901,Kiskadee,"La Red, Guanconjeco",2014,60.0,U.S.A.,3.0,Trinitario,Dominican Republic
902,Kto,San Martin,2014,72.0,U.S.A.,2.5,Unknown,Peru
903,Kto,Ocumare,2014,72.0,U.S.A.,2.75,Unknown,Venezuela
904,Kto,Belize,2014,72.0,U.S.A.,3.0,Trinitario,Belize
905,Kto,Sambirano Valley,2014,72.0,U.S.A.,3.25,Trinitario,Madagascar
906,Kto,Belize,2014,90.0,U.S.A.,3.25,Trinitario,Belize
907,Kto,Elvesia,2014,72.0,U.S.A.,3.25,Unknown,Dominican Republic
908,Kto,ROIG,2014,72.0,U.S.A.,3.25,Unknown,Dominican Republic
909,K'ul,"Kafupbo, Petit Bourg, De Borgnes",2016,70.0,U.S.A.,3.25,Unknown,Haiti
910,K'ul,"Maranon, Fortunato No. 4",2016,70.0,U.S.A.,2.75,Forastero (Nacional),Peru
911,K'ul,"Los Rios, Hacienda Limon, Heirloom",2016,70.0,U.S.A.,3.75,Unknown,Ecuador
912,K'ul,"Bahia, Fazenda Camboa",2016,70.0,U.S.A.,3.75,Forastero,Brazil
913,Kyya,Uganda,2014,72.5,U.S.A.,2.5,Forastero,Uganda
914,Kyya,Hispaniola,2014,72.5,U.S.A.,3.0,Unknown,Dominican Republic
915,Kyya,Ecuador,2014,72.5,U.S.A.,2.5,Unknown,Ecuador
916,Kyya,Madagascar,2014,72.5,U.S.A.,3.0,Trinitario,Madagascar
917,L.A. Burdick (Felchlin),Peru,2012,74.0,U.S.A.,3.25,Unknown,Peru
918,L.A. Burdick (Felchlin),Brazil,2012,70.0,U.S.A.,4.0,Unknown,Brazil
919,L.A. Burdick (Felchlin),Chuao,2012,68.0,U.S.A.,3.75,Trinitario,Venezuela
920,L.A. Burdick (Felchlin),Quito,2011,74.0,U.S.A.,3.75,Unknown,Ecuador
921,L.A. Burdick (Felchlin),Grenada,2010,75.0,U.S.A.,3.25,Trinitario,Grenada
922,L.A. Burdick (Felchlin),Dominican Republic,2010,74.0,U.S.A.,3.75,Unknown,Dominican Republic
923,L.A. Burdick (Felchlin),Venzuela,2010,71.0,U.S.A.,3.0,Unknown,Venezuela
924,L.A. Burdick (Felchlin),Madagascar,2009,64.0,U.S.A.,3.5,Trinitario,Madagascar
925,L.A. Burdick (Felchlin),Bolivian,2009,68.0,U.S.A.,3.0,Unknown,Bolivia
926,La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 6, brown sugar",2016,70.0,Japan,2.25,"Trinitario, Criollo",Peru
927,La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 7",2016,70.0,Japan,2.5,"Trinitario, Criollo",Peru
928,La Chocolaterie Nanairo,"Tumbes, 2013 Harvest, Batch 8",2016,70.0,Japan,3.0,Criollo,Peru
929,La Chocolaterie Nanairo,"Belize, 2014 Harvest, Batch 9",2016,70.0,Japan,3.0,"Trinitario, Criollo",Belize
930,La Maison du Chocolat (Valrhona),"Cuana, 2013",2013,74.0,France,2.75,Unknown,Africa
930,La Maison du Chocolat (Valrhona),"Cuana, 2013",2013,74.0,France,2.75,Unknown,Carribean
930,La Maison du Chocolat (Valrhona),"Cuana, 2013",2013,74.0,France,2.75,Unknown,Central America
931,La Maison du Chocolat (Valrhona),Tobago,2013,60.0,France,3.25,Unknown,Tobago
932,La Maison du Chocolat (Valrhona),"Acarigua, w/ nibs",2013,56.0,France,3.25,Unknown,Ecuador
933,La Maison du Chocolat (Valrhona),Loma Sotavento,2012,66.0,France,3.5,Unknown,Dominican Republic
934,La Maison du Chocolat (Valrhona),Grenada,2011,68.0,France,3.5,Trinitario,Grenada
935,La Maison du Chocolat (Valrhona),Akosombo,2009,68.0,France,3.25,Forastero,Ghana
936,La Maison du Chocolat (Valrhona),"Porcelana, Pariguan",2009,69.0,France,3.5,Criollo (Porcelana),Venezuela
937,La Maison du Chocolat (Valrhona),Kuruba,2009,60.0,France,3.0,Unknown,
938,La Maison du Chocolat (Valrhona),Orinoco,2009,60.0,France,3.75,Unknown,
939,La Maison du Chocolat (Valrhona),"Cuana, 2008",2008,74.0,France,3.5,Blend,Venezuela
939,La Maison du Chocolat (Valrhona),"Cuana, 2008",2008,74.0,France,3.5,Blend,Indonesia
939,La Maison du Chocolat (Valrhona),"Cuana, 2008",2008,74.0,France,3.5,Blend,Ecuador
940,La Oroquidea,Peruvian Amazon,2011,72.0,Peru,2.5,Unknown,Peru
941,La Pepa de Oro,Vinces,2011,60.0,Ecuador,3.25,Unknown,Ecuador
942,Laia aka Chat-Noir,"Madagascar, Batch 59/100",2015,75.0,France,2.75,Trinitario,Madagascar
943,Laia aka Chat-Noir,"Vietnam, Batch 50/100",2015,75.0,France,2.75,Trinitario,Vietnam
944,Laia aka Chat-Noir,"Cuba, Batch 59/100",2015,75.0,France,3.0,Unknown,Cuba
945,Laia aka Chat-Noir,"Peru, Batch 51/100",2015,75.0,France,3.25,Unknown,Peru
946,Laia aka Chat-Noir,"Ivory Coast, Batch 56/100",2015,75.0,France,3.0,Unknown,Ivory Coast
947,Laia aka Chat-Noir,"Sao Tome, Batch 151",2015,75.0,France,3.5,Forastero,Sao Tome
948,Laia aka Chat-Noir,"Bahia, Batch 148",2015,75.0,France,3.25,Unknown,Brazil
949,Laia aka Chat-Noir,"Lam Dong, Batch 153",2015,75.0,France,3.75,Trinitario,Vietnam
950,Laia aka Chat-Noir,Cuba,2014,70.0,France,2.75,Unknown,Cuba
951,Laia aka Chat-Noir,Trinidad-Tobago,2014,68.0,France,2.75,Unknown,Trinidad
952,Lajedo do Ouro,Catongo,2012,70.0,Brazil,3.5,Forastero (Catongo),Brazil
953,Lake Champlain (Callebaut),Tanzania,2009,75.0,U.S.A.,2.5,Unknown,Tanzania
954,L'Amourette,Rugoso,2016,80.0,U.S.A.,3.5,Trinitario,Nicaragua
955,L'Amourette,Carenero Superior,2012,75.0,U.S.A.,3.0,Trinitario,Venezuela
956,L'Amourette,Rio Caribe,2012,75.0,U.S.A.,3.0,Trinitario,Venezuela
957,L'Amourette,Blend,2012,72.0,U.S.A.,3.0,Criollo,Peru
957,L'Amourette,Blend,2012,72.0,U.S.A.,3.0,Criollo,Ecuador
957,L'Amourette,Blend,2012,72.0,U.S.A.,3.0,Criollo,Venezuela
958,Letterpress,"La Masica, Batch 7, FHIA",2017,70.0,U.S.A.,3.5,Unknown,Honduras
959,Letterpress,"Maya Mtn, Batch 18, Heirloom",2017,70.0,U.S.A.,3.25,Unknown,Belize
960,Letterpress,Liberia,2016,70.0,U.S.A.,3.25,Unknown,Liberia
961,Letterpress,Beniamo,2015,70.0,U.S.A.,3.25,Unknown,Bolivia
962,Letterpress,"San Juan Estate, Gran Couva",2015,70.0,U.S.A.,3.5,Trinitario,Trinidad
963,Letterpress,San Andres,2015,70.0,U.S.A.,3.0,Unknown,Costa Rica
964,Letterpress,"La Red, Guaconejo",2015,70.0,U.S.A.,3.25,Unknown,Dominican Republic
965,Letterpress,Kokoa Kamili,2015,70.0,U.S.A.,3.5,Unknown,Tanzania
966,Letterpress,Maranura,2014,70.0,U.S.A.,3.5,Forastero (Nacional),Peru
967,Levy,Sambirano,2014,71.0,Finland,3.5,Criollo,Madagascar
968,Lilla,Madagascar,2016,70.0,Finland,3.0,Trinitario,Madagascar
969,Lillie Belle,Perfect Illusion,2012,65.0,U.S.A.,3.5,Criollo,Peru
970,Lillie Belle,"Bolivia, Wild Thing",2012,68.0,U.S.A.,3.5,Criollo,Bolivia
971,Lillie Belle,La Selva,2012,68.0,U.S.A.,3.75,Unknown,Peru
972,Lillie Belle,Purple Haze,2012,75.0,U.S.A.,2.75,Unknown,Venezuela
972,Lillie Belle,Purple Haze,2012,75.0,U.S.A.,2.75,Unknown,Dominican Republic
973,Lillie Belle,"The Other One, Grand Cru",2012,74.0,U.S.A.,3.0,Unknown,Dominican Republic
974,Lillie Belle,Wild Thing,2012,68.0,U.S.A.,3.5,Criollo,Bolivia
975,Lindt & Sprungli,Excellence (US Version),2007,85.0,Switzerland,3.0,Unknown,
976,Loiza,Puerto Rico,2013,65.0,Puerto Rico,2.5,Unknown,Puerto Rico
977,Lonohana,"Haleiwa, O'ahu; Lonohana E., Kanahiku",2014,70.0,U.S.A.,3.75,Unknown,Hawaii
978,Lonohana,"Haleiwa E, O'ahu, 2014",2014,65.0,U.S.A.,3.25,Unknown,Hawaii
979,Lonohana,"Haleiwa E, O'ahu, 2014",2014,75.0,U.S.A.,3.75,Unknown,Hawaii
980,Lonohana,"Opaeula Estate, O'ahu, Nene, CG Exclusive",2013,71.0,U.S.A.,3.0,Unknown,Hawaii
981,Lonohana,"Opaeula Estate, O'ahu, Ele'ele",2013,72.0,U.S.A.,3.0,Unknown,Hawaii
982,Lonohana,"Hawaiian Crown, Kona Vanilla",2013,70.0,U.S.A.,3.5,Unknown,Hawaii
983,Love Bar,Nicaragua,2015,75.0,U.S.A.,2.0,Unknown,Nicaragua
984,Luker,Selva,2010,46.0,Colombia,2.75,Unknown,Colombia
984,Luker,Selva,2010,46.0,Colombia,2.75,Unknown,Ecuador
985,Luker,Macondo,2010,60.0,Colombia,3.0,Unknown,Colombia
985,Luker,Macondo,2010,60.0,Colombia,3.0,Unknown,Ecuador
986,Luker,Misterio,2010,58.0,Colombia,3.0,Unknown,Colombia
986,Luker,Misterio,2010,58.0,Colombia,3.0,Unknown,Ecuador
987,Luker,Santander,2010,65.0,Colombia,3.5,Unknown,Colombia
988,Machu Picchu Trading Co.,Peru,2011,70.0,Peru,1.5,Unknown,Peru
989,Machu Picchu Trading Co.,Peru,2010,55.0,Peru,2.25,Unknown,Peru
990,Madecasse (Cinagra),Madagascar,2008,67.0,Madagascar,3.5,Trinitario,Madagascar
991,Madecasse (Cinagra),Madagascar,2008,70.0,Madagascar,3.75,Trinitario,Madagascar
992,Madecasse (Cinagra),Madagascar,2008,63.0,Madagascar,4.0,Trinitario,Madagascar
993,Madecasse (Cinagra),Madagascar,2008,75.0,Madagascar,3.5,Trinitario,Madagascar
994,Madre,Guadalcanal,2017,73.0,U.S.A.,3.5,Unknown,Solomon Islands
995,Madre,Puerto Rico,2013,70.0,U.S.A.,2.75,Unknown,Puerto Rico
996,Madre,Brazil,2013,70.0,U.S.A.,3.5,Unknown,Brazil
997,Madre,"Choobua, Kona",2013,70.0,U.S.A.,2.75,Unknown,Hawaii
998,Madre,"Xocunusco, Chiapas, Pichucalco",2013,70.0,U.S.A.,2.75,Unknown,Mexico
999,Madre,"Hamakua Coast, Kokoleka",2012,70.0,U.S.A.,3.25,Unknown,Hawaii
1000,Madre,"Criollo, Hawaii",2012,70.0,U.S.A.,3.25,Criollo,Hawaii
1001,Madre,Kaua'i,2012,70.0,U.S.A.,3.5,Unknown,Hawaii
1002,Madre,Dominican,2011,70.0,U.S.A.,2.5,Unknown,Dominican Republic
1003,Madre,Upala,2011,70.0,U.S.A.,2.75,Unknown,Costa Rica
1004,Madre,"Chiapas, Triple Cacao",2010,72.0,U.S.A.,2.75,Unknown,Mexico
1005,Maglio,Africa,2008,75.0,Italy,2.0,Unknown,Tanzania
1006,Maglio,Ecuador,2008,70.0,Italy,3.0,Forastero (Nacional),Ecuador
1007,Maglio,Cuba,2008,70.0,Italy,3.25,Criollo,Cuba
1008,Maglio,Santo Domingo,2008,70.0,Italy,3.75,"Blend-Forastero,Criollo",Dominican Republic
1009,Majani,Ecuador,2010,70.0,Italy,2.0,Unknown,Ecuador
1010,Malagasy (Chocolaterie Robert),Sambirano 2006,2007,75.0,Madagascar,2.75,Trinitario,Madagascar
1011,Malagasy (Chocolaterie Robert),Mora Mora 2006,2007,73.0,Madagascar,3.5,Trinitario,Madagascar
1012,Malagos,"Davao, Mt. Talamo foothills",2013,65.0,Philippines,3.5,Trinitario,Philippines
1013,Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate w/ nibs",2010,55.0,U.S.A.,3.5,Unknown,Hawaii
1014,Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate",2009,55.0,U.S.A.,2.75,Blend,Hawaii
1015,Malmo,Chuao,2016,70.0,Sweden,3.0,Unknown,Venezuela
1016,Mana,Ecuador,2015,74.0,U.S.A.,2.5,Unknown,Ecuador
1017,Mana,Peru,2014,74.0,U.S.A.,2.5,Unknown,Peru
1018,Mana,Venezuela,2014,74.0,U.S.A.,2.75,Unknown,Venezuela
1019,Mana,Conacado,2012,74.0,U.S.A.,3.75,Unknown,Dominican Republic
1020,Manifesto Cacao,Colombia,2014,70.0,Colombia,2.75,Unknown,Colombia
1021,Manoa,Markham Valley,2015,72.0,U.S.A.,3.5,Unknown,Papua New Guinea
1022,Manoa,Coto Brus,2015,72.0,U.S.A.,3.75,Unknown,Costa Rica
1023,Manoa,"Waiahole, O'ahu",2013,72.0,U.S.A.,3.75,Unknown,Hawaii
1024,Manoa,"Liberia, #174",2012,72.0,U.S.A.,3.25,Unknown,Liberia
1025,Manoa,"Hamakua, Hawaiian Crown, #176",2012,72.0,U.S.A.,2.75,Unknown,Hawaii
1026,Manoa,Piura,2012,72.0,U.S.A.,3.0,Unknown,Peru
1027,Manoa,"Oahu, Winward, #151, Maunawili district",2012,72.0,U.S.A.,3.25,Unknown,Hawaii
1028,Manufaktura Czekolady,Johe,2016,70.0,Poland,3.75,Unknown,Nicaragua
1029,Manufaktura Czekolady,Peru,2016,70.0,Poland,3.5,Unknown,Peru
1030,Manufaktura Czekolady,Porcelana,2014,70.0,Poland,3.75,Criollo,Venezuela
1031,Manufaktura Czekolady,Kolumbia,2014,85.0,Poland,3.5,Unknown,Colombia
1032,Manufaktura Czekolady,Grand Cru Dominican Republic,2012,70.0,Poland,3.25,Unknown,Dominican Republic
1033,Manufaktura Czekolady,Grand Cru Ghana,2012,70.0,Poland,3.5,Forastero,Ghana
1034,Manufaktura Czekolady,Grand Cru Ecuador,2012,70.0,Poland,3.25,Unknown,Ecuador
1035,Map Chocolate,"Ben Tre, Surprise Valley",2016,75.0,U.S.A.,3.25,Trinitario,Vietnam
1036,Map Chocolate,"ROIG, 2014",2015,70.0,U.S.A.,3.5,"Criollo, Trinitario",Dominican Republic
1037,Map Chocolate,"Maranon, 2014",2015,62.0,U.S.A.,3.5,Forastero (Nacional),Peru
1038,Map Chocolate,Ecuador,2015,70.0,U.S.A.,3.5,Trinitario,Ecuador
1039,Map Chocolate,"San Juan Estate, Cherry Blossoms at Night",2015,70.0,U.S.A.,2.75,Trinitario,Trinidad
1040,Map Chocolate,"A case of the Xerces Blues, triple roast",2015,70.0,U.S.A.,3.5,Unknown,Nicaragua
1041,Map Chocolate,"Tumbes, Dear Mr. Finley, 2014",2015,68.0,U.S.A.,3.5,Criollo,Peru
1042,Map Chocolate,Colombia,2015,75.0,U.S.A.,2.75,Unknown,Colombia
1043,Map Chocolate,"Kakoa Kamili, Both Man & Bird & Beast",2015,72.0,U.S.A.,3.0,Unknown,Tanzania
1044,Map Chocolate,Le Chocolat Chaud,2015,78.0,U.S.A.,3.5,Unknown,Honduras
1045,Marana,Piura,2016,70.0,Peru,3.0,Unknown,Peru
1046,Marana,Cusco,2016,70.0,Peru,2.75,Unknown,Peru
1047,Marana,San Martin,2016,70.0,Peru,3.0,Unknown,Peru
1048,Marigold's Finest,Cacao Nib Crunch,2016,75.0,Canada,3.25,Unknown,
1049,Marou,"Tan Phu Dong Island, Heart of Darkness",2015,85.0,Vietnam,3.25,Trinitario,Vietnam
1050,Marou,Ben Tre,2015,68.0,Vietnam,3.5,Trinitario,Vietnam
1051,Marou,"Dak Lak, Batch 2451",2015,70.0,Vietnam,3.75,Trinitario,Vietnam
1052,Marou,"Tan Phu Dong, Treasure Island",2013,75.0,Vietnam,3.5,Trinitario,Vietnam
1053,Marou,Ba Ria,2012,76.0,Vietnam,3.5,Trinitario,Vietnam
1054,Marou,Dong Nai,2012,72.0,Vietnam,3.5,Trinitario,Vietnam
1055,Marou,"Tien Giang, Gao Co-op",2012,70.0,Vietnam,3.5,Trinitario,Vietnam
1056,Marou,Ben Tre,2012,78.0,Vietnam,3.5,Trinitario,Vietnam
1057,Marou,Tien Giang,2012,80.0,Vietnam,3.0,Trinitario,Vietnam
1058,Marou,Lam Dong,2012,74.0,Vietnam,3.5,Trinitario,Vietnam
1059,Mars,"Matina 1-6, prototype",2010,65.0,U.S.A.,3.0,Unknown,Costa Rica
1060,Mars,Ivory Coast,2010,65.0,U.S.A.,3.0,Unknown,Ivory Coast
1061,Mars,Nigeria,2010,65.0,U.S.A.,3.25,Unknown,Nigeria
1062,Mars,"Ghana, prototype",2010,65.0,U.S.A.,3.5,Forastero,Ghana
1063,Marsatta,Dominican Republic,2013,74.0,U.S.A.,2.25,Unknown,Dominican Republic
1064,Marsatta,Dominican Republic,2013,89.0,U.S.A.,2.5,Unknown,Dominican Republic
1065,Martin Mayer,Alto Beni,2016,76.0,Austria,2.75,Unknown,Bolivia
1066,Martin Mayer,Pisa,2016,82.0,Austria,3.0,Unknown,Haiti
1067,Martin Mayer,Tumaco,2016,74.0,Austria,3.25,Unknown,Colombia
1068,Mast Brothers,Guatemala,2015,76.0,U.S.A.,3.0,Unknown,Guatemala
1069,Mast Brothers,Tanzania,2015,74.0,U.S.A.,3.25,Unknown,Tanzania
1070,Mast Brothers,French Laundry 20th Anniversary,2014,75.0,U.S.A.,3.75,Blend,Peru
1070,Mast Brothers,French Laundry 20th Anniversary,2014,75.0,U.S.A.,3.75,Blend,Belize
1071,Mast Brothers,Shake Shack,2012,73.0,U.S.A.,3.5,Blend,Peru
1071,Mast Brothers,Shake Shack,2012,73.0,U.S.A.,3.5,Blend,Madagascar
1071,Mast Brothers,Shake Shack,2012,73.0,U.S.A.,3.5,Blend,Dominican Republic
1072,Mast Brothers,Madagascar,2012,72.0,U.S.A.,2.5,Trinitario,Unknown
1073,Mast Brothers,Chuao,2012,73.0,U.S.A.,2.75,Trinitario,Venezuela
1074,Mast Brothers,Brooklyn Blend,2011,72.0,U.S.A.,3.5,Unknown,
1075,Mast Brothers,"Chuao, Med. Roast",2011,76.0,U.S.A.,3.0,Trinitario,Venezuela
1076,Mast Brothers,"Chuao, Dark Roast",2011,70.0,U.S.A.,3.0,Trinitario,Venezuela
1077,Mast Brothers,"Chuao, Light Roast",2011,81.0,U.S.A.,2.75,Trinitario,Venezuela
1078,Mast Brothers,Moho River,2011,70.0,U.S.A.,3.5,Trinitario,Belize
1079,Mast Brothers,Papua New Guinea,2011,71.0,U.S.A.,2.75,Unknown,Papua New Guinea
1080,Mast Brothers,San Martin,2011,75.0,U.S.A.,3.0,Unknown,Peru
1081,Mast Brothers,Conacado,2011,73.0,U.S.A.,3.25,Unknown,Dominican Republic
1082,Mast Brothers,"La Red de Guanconejo, N. Highlands coop",2011,74.0,U.S.A.,3.75,Unknown,Dominican Republic
1083,Mast Brothers,Patanemo,2010,81.0,U.S.A.,2.75,Criollo,Venezuela
1084,Mast Brothers,Ocumare de la Costa,2010,75.0,U.S.A.,3.0,Unknown,Venezuela
1085,Mast Brothers,"Dominican Republic, Coop",2010,70.0,U.S.A.,3.25,Unknown,Dominican Republic
1086,Matale,"Malekula P., 2013",2013,72.0,Australia,3.5,Trinitario,Vanuatu
1087,Matale,"Somia, 2013",2013,68.0,Australia,4.0,Trinitario,Madagascar
1088,Matale,"Kulili P., 2013",2013,74.0,Australia,4.0,Trinitario,Papua New Guinea
1089,Matale,Blend,2013,70.0,Australia,3.75,Trinitario,Papua New Guinea
1089,Matale,Blend,2013,70.0,Australia,3.75,Trinitario,Vanuatu
1089,Matale,Blend,2013,70.0,Australia,3.75,Trinitario,Madagascar
1090,Maverick,Maya Mountain,2014,70.0,U.S.A.,3.25,Trinitario,Belize
1091,Maverick,Elvesia,2014,70.0,U.S.A.,3.25,Unknown,Dominican Republic
1092,Maverick,Tumbes,2014,82.0,U.S.A.,3.25,Criollo,Peru
1093,Maverick,"Morropon, Norandiono Coop, Piura",2014,63.0,U.S.A.,3.5,Criollo,Peru
1094,Mayacama,Hispaniola,2016,72.0,U.S.A.,3.0,Unknown,Dominican Republic
1095,Meadowlands,Bolivia,2014,70.0,U.S.A.,2.5,Unknown,Bolivia
1096,Meadowlands,Venezuela,2014,70.0,U.S.A.,2.75,Unknown,Venezuela
1097,Meadowlands,Belize,2014,70.0,U.S.A.,3.0,Trinitario,Belize
1098,Meadowlands,"Nicaragua, w/ inbs",2014,70.0,U.S.A.,3.0,Unknown,Nicaragua
1099,Meadowlands,Dominican Republic,2014,70.0,U.S.A.,3.5,Unknown,Dominican Republic
1100,Menakao (aka Cinagra),Madagascar,2012,80.0,Madagascar,2.5,Trinitario,Madagascar
1101,Menakao (aka Cinagra),Madagascar,2012,72.0,Madagascar,2.5,Trinitario,Madagascar
1102,Mesocacao,El Salvador,2015,80.0,Honduras,2.75,Unknown,El Salvador
1103,Mesocacao,El Salvador,2015,70.0,Honduras,3.0,Unknown,El Salvador
1104,Mesocacao,Honduras,2014,80.0,Honduras,3.25,Unknown,Honduras
1105,Mesocacao,Honduras,2014,70.0,Honduras,3.5,Unknown,Honduras
1106,Mesocacao,"La Tronca, Matagalpa",2014,70.0,Honduras,3.25,Unknown,Nicaragua
1107,Mesocacao,"La Tronca, Matagalpa",2014,80.0,Honduras,3.5,Unknown,Nicaragua
1108,Metiisto,"Fazenda Sempre Firme P., Bahia",2014,70.0,Sweden,3.0,Unknown,Brazil
1109,Metiisto,Akesson Estate,2014,72.0,Sweden,3.5,Trinitario,Madagascar
1110,Metropolitan,South America,2015,70.0,Amsterdam,3.5,Trinitario,South America
1111,Michel Cluizel,"Chiapas, Mokaya P.",2012,66.0,France,3.75,Unknown,Mexico
1112,Michel Cluizel,"Carenero Superior, Concepcion",2007,66.0,France,3.5,Trinitario,Venezuela
1113,Michel Cluizel,Vila Gracinda,2007,67.0,France,3.5,Forastero,Sao Tome
1114,Michel Cluizel,Carre Amer,2006,60.0,France,2.0,Unknown,
1115,Michel Cluizel,Carre Grand Noir,2006,85.0,France,2.0,Unknown,
1116,Michel Cluizel,Tamarina,2006,70.0,France,3.0,Forastero,Sao Tome
1117,Michel Cluizel,Los Ancones P.,2006,67.0,France,4.0,Unknown,Dominican Republic
1118,Michel Cluizel,Mangaro P.,2006,65.0,France,4.0,Trinitario,Madagascar
1119,Michel Cluizel,Maralumi P.,2006,64.0,France,4.0,Unknown,Papua New Guinea
1120,Michel Cluizel,Noir Infini,2006,99.0,France,2.0,Unknown,
1121,Middlebury,Maya Mountain,2015,80.0,U.S.A.,3.5,Trinitario,Belize
1122,Middlebury,San Juan Estate,2015,70.0,U.S.A.,3.5,Trinitario,Trinidad
1123,Middlebury,Oko Caribe,2015,75.0,U.S.A.,3.75,Unknown,Dominican Republic
1124,Middlebury,"Patanemo, Epoch, Donaldo",2015,75.0,U.S.A.,3.75,Unknown,Venezuela
1125,Middlebury,Kokoa Kamili,2015,75.0,U.S.A.,3.25,Unknown,Tanzania
1126,Middlebury,"Matagalpa, Cacao Bisiesto",2015,70.0,U.S.A.,3.5,Unknown,Nicaragua
1127,Middlebury,La Red,2013,75.0,U.S.A.,2.5,Unknown,Dominican Republic
1128,Middlebury,Belize,2013,80.0,U.S.A.,3.25,Trinitario,Belize
1129,Middlebury,Houseblend,2012,65.0,U.S.A.,1.5,Unknown,
1130,Middlebury,Alto Beni,2012,75.0,U.S.A.,2.0,Criollo,Bolivia
1131,Middlebury,"Balinese, Java",2012,70.0,U.S.A.,2.5,Criollo,Indonesia
1132,Millcreek Cacao Roasters,Ecuador,2013,70.0,U.S.A.,2.5,Forastero (Nacional),Ecuador
1133,Millcreek Cacao Roasters,Ecuador,2012,70.0,U.S.A.,3.5,Unknown,Ecuador
